,_id,title,anti_ad,narrative,happy_tone,min_male,white_female,min_female,prod_quality,humor,stft,vibrance,written_text,anti_trump,celebrity,politician,look_at_camera,show_children,white_male,duration,n_words,spoken_words
115,5b33dab9ef5f52000497e9e3,Let's Keep Traveling Forward,,,1,,,,,,2.8818458947381966,608.7357442638677,"['MAGINE', 'IMAGINE', 'WLD', 'OR', 'WITHOUT', 'TKAVE', '1958', '1958', 'TRAVEL', '1958', '1958', 'EVERYONE', 'BUILT', 'WALLS', 'NO', 'ONE', 'THERE', 'WOULD', 'BE', 'NO', 'IMMIGRAN', 'THERE', 'WOULD', 'BE', 'NO', 'THERE', 'WOULD', 'BE', 'NO', 'RATION', 'THERE', 'WOULD', 'BE', 'NO', 'ADVENTURE', 'AND', 'DEFINITELY', 'NO', 'AND', 'DEFINITELY', 'NO', 'UNITED', 'STATES', 'OF', 'AMERICA', 'UNITED', 'STATES', 'OF', 'AMERICA', 'UNÍTED', 'STATES', 'OF', 'AMERICA', 'TRAVEL', 'PROGRESS', 'LET', 'S', 'TRAVELING', 'FORWARD', 'FORWARD', 'airbnb', 'Subscribe', 'Subscribe', 'Subscribe']",,,,,1,,36,0,
114,5b3bb759fbb1010004bf8b60,Live There,,,1,1,1,1,,,2.888246232335872,120.03412142043754,"['Airbnb', 'in', 'Paris', 'July', '1-16', 'The', 'City', 'of', 'L', 'Airbnb', 'in', 'Paris', 'uly', '11-16', 'The', 'City', 'of', 'L', 'Amazing', 'Loft', 'in', 'Central', 'Paris', 'Le', 'Marais', 'Orange', 'Dr', '0', '小', 'airbnb', 'airbnb', 'Belong', 'Anywhere']",,,,,1,1,60,7,"[""Don't"", 'Panic', ""it's"", 'just', 'for', 'a', 'night']"
130,5b56074bd2958b00044f6d8d,Lived it,,,1,1,,,,,2.891243827324037,714.7511637972607,"['MEET', 'ANDREW', 'GILLUM', 'FOR', 'GOVERNOR', 'MEET', 'ANDREW', 'GILLUM', 'FOR', 'GOVERNOR', 'MEET', 'ANDREW', 'GILLUM', 'FOR', 'GOVERNOR', 'GS-1930', 'GREW', 'UP', 'FIRST', 'IN', 'HIS', 'AMILY', 'TO', 'RADUATE', '8', 'FIRSTIN', 'HIS', 'FAMILY', 'TO', 'GRADUATE', 'A', 'FIGHTER', 'ANDREW', 'GILLUM', 'FOR', 'GOVERNOR', 'PROGRESSIV', 'n', '2', 'tron', 'ROGRESSIVE', 'NoUCU', 'MEN', 'PEOPLE', 'MA', 'QUALITY', 'EDUCATION', 'QUALITY', 'EDUCATION', 'ctober', 'JUSTICE', 'FOR', 'ALL', 'DeadliestNEVER', 'AGAIN', '1999', '2019', 'der3%', 'AS', 'FOUGHT', 'THE', 'NRA', 'AND', 'WON', 'VOTE', 'GILLUM', 'FOR', 'GOVERNOR', 'nextger', 'americ', 'VOTE', 'GILLUM', 'FOR', 'GOVERNOR', 'nextger', 'americ', 'VOTE', 'GILLUM', 'FOR', 'GOVERNOR', 'nextger', 'americ', 'VOTE', 'GILLUM', 'FOR', 'GOVERNOR', 'by', 'August', '28th', 'VOTE', 'GILLUM', 'FOR', 'GOVERNOR', 'by', 'August', '28th', 'VOTE', 'GILLUM', 'FOR', 'GOVERNOR', 'by', 'August', '28th', 'VOTE', 'GILLUM', 'by', 'August', '28', 'nextgen', 'americ']",,,1,,1,,30,16,"['now', ""he's"", 'running', 'for', 'governor', ""he's"", 'the', 'only', 'candidate', 'and', 'gets', 'it', 'because', 'he', 'lived', 'it']"
51,5ad7d3c623a9b5d7aec16c62,Main Street Economic Development,,,1,,,,1,,2.8871851865957194,253.41374618960518,"['This', 'is', 'a', 'turning', 'point', 'for', 'downtowns', 'a', 'This', 'is', 'a', 'turning', 'point', 'for', 'downtowns', 'a', 'S.', 'MAIN0', '100', '5TH', 'ST', 'This', 'is', 'a', 'turning', 'p', 'S.', 'MAIN', 'ST.', '100', '5', 'H', 'ST.', 'This', 'is', 'a', 'turni', 'M.', 'BRADLEY', 'SEGAL', 'Progressive', 'Urban', 'Mana', 'M.', 'BRADLEY', 'SEGAL', 'Progressive', 'Urban', 'Mana', 'M.', 'BRADLEY', 'SEGAL', 'Progressive', 'Urban', 'Mana', 'M.', 'BRADLEY', 'SEGAL', 'Progressive', 'Urban', 'Mana', 'M.', 'BRADLEY', 'SEGAL', 'Progressive', 'Urban', 'Mana', ""That's"", 'going', 'to', 'be', 'the', 'wave', 'of', 'the', 'futu', ""That's"", 'going', 'to', 'be', 'the', 'wave', 'of', 'the', 'futu', ""That's"", 'going', 'to', 'be', 'the', 'wave', 'of', 'the', 'futu', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', 'the', 'econo', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', 'the', 'econo', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', 'the', 'econo', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', 'the', 'econo']",,,,1,1,1,14,35,"['this', 'is', 'a', 'turning', 'point', 'for', 'downtown', 'San', 'Main', 'Street', 'Suite', 'feel', 'they', 'should', 'be', 'viewed', 'as', 'really', 'an', 'economic', 'foundation', 'for', 'the', 'future', 'of', 'communities', ""that's"", 'going', 'to', 'be', 'the', 'wave', 'of', 'the', 'future']"
50,5ad7d3c623a9b5d7aec16c63,Main Street Investment,,,1,1,,,1,,2.888318558526444,243.99775279587715,"['JOSEPH', 'MINIcOZZ', 'City', 'Planner', 'THE', 'PAST', 'Y', 'JOSEPH', 'MINICOZZI', 'city', 'Planner', 'THE', 'PAST', 'JOSEPH', 'MINICozZI', 'City', 'Planner', 'Nasdaq', 'Pe', 'JOSEPH', 'MINICozZI', 'City', 'Planner', 'People', 'st', 'JOSEPH', 'MINIcozZI', 'City', 'Planner', 'e', 'started', 'JOSEPH', 'MINIcoZz', 'City', 'Planner', 'People', 'sta', 'JOSEPH', 'MINICOZZI', 'City', 'Planner', ""There's"", 'a', 'That', 'is', 'the', 'place', 'to', 'invest', 'first', 'That', 'is', 'the', 'place', 'to', 'invest', 'first', 'SHARE', 'THIS', 'VIDEO', 'small', 'business,', 'not', 'hu', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', 'we', 'should', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', 'we', 'should', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', 'we', 'should']",,,,1,,1,15,38,"['recession', 'is', 'that', 'really', 'what', 'people', 'are', 'people', 'started', 'doing', 'in', 'the', 'mouth', 'on', 'Main', 'Street', 'businesses', 'and', ""there's"", 'a', 'great', 'asset', 'there', ""it's"", 'that', 'one', 'stripe', 'is', 'that', 'Main', 'Street', 'that', 'is', 'the', 'place', 'to', 'invest', 'first']"
147,5b775f7711813f0004827ba3,Man in the street,,,,,1,1,,,2.8860130723322808,289.51157654562166,"['DO', 'YOU', 'FOLLOW', 'POLITICS?', 'DO', 'YOU', 'FOLLOW', 'POLITICS?', 'no.', 'BUT', 'YOU', 'HAV', 'OPINION...', 'THE', 'DST', 'BUT', 'YOUHAVE', 'OPINIONS...', 'THR', 'DIST', 'LERS', 'EER', 'COMPANY', 'College', 'debt', 'crisis', 'is', 'horr', 'College', 'debt', 'Srisis', 'is', 'horrible.', 'arlay', 'We', 'all', 'should', 'be', 'paid', 'equally.', 'We', 'all', 'should', 'be', 'paid', 'equally.', 'Cause', ""you're"", 'a', 'man,', ""doesn't"", 'mean', 'you', 'should', 'get', 'paid', 'more.', 'VOTING', 'MAKES', 'YOUR', 'OPINIONS', 'COUNT', 'VOTING', 'MAKES', 'YOUR', 'OPINIONS', 'COUNT', 'PLEDGE', 'TO', 'VOTE', 'NOV.', '6TH', 'nextgen', 'ameriCa']",,,,1,,1,15,15,"['Polly', 'said', 'crisis', 'is', 'horrible', 'because', 'your', 'man', ""doesn't"", 'mean', 'you', 'should', 'get', 'paid', 'more']"
41,5ad7d3c623a9b5d7aec16c82,Marijuana Legalization,,1,,,,,1,,2.8856653106439665,518.6865621431658,"['VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', 'TE', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', 'CA', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'CARO', 'FOX', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX4', 'VET', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', '1F0X46', 'V', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'F46', 'VETE', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FO46', 'VET', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FO46', 'VET', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', 'VE', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', 'TH', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'HI', 'CARO', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'DAYT', 'FOX', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'TO', 'FOX46', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'KYTO', 'FOX', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'CARO', 'CAN', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'CAROL', 'CA', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'ATIENTS', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'State', 'Ap', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'State', 'Ap', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'State', 'Ap', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'State', 'Ap', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'FOX46', '10', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'CAROI', 'CA', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'CARO', 'CAN', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'CARO', 'CAN', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'TH', 'CAR', 'C', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'CAROL', 'く', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'CANNABIS', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'CALOI.', '2', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', '2', 'CANNAB', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'CAROI', 'CA', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', 'CARO.', 'ぐC', 'VETERAN', 'ARRESTED', 'FOR', 'MARIJUANA', '5', 'CARO', 'C', 'SHARE', 'THIS', 'VIDEO', 'IF', 'YOU', 'THINK', 'VETERANS', 'SHARE', 'THIS', 'VIDEO', 'IF', 'YOU', 'THINK', 'VETERANS', 'SHARE', 'THIS', 'VIDEO', 'IF', 'YOU', 'THINK', 'VETERANS', 'SHARE', 'THIS', 'VIDEO', 'IF', 'YOU', 'THINK', 'VETERANS', 'SHARE', 'THIS', 'VIDEO', 'IF', 'YOU', 'THINK', 'VETERANS']",,,,1,,1,58,90,"['after', 'he', 'was', 'caught', 'with', 'it', 'in', 'his', 'luggage', 'while', 'going', 'through', 'baggage', 'check', 'at', 'Charlotte', 'Douglas', 'International', 'Airport', 'I', 'know', 'in', 'my', 'heart', 'and', 'in', 'my', 'prayers', 'that', 'my', 'Lord', 'and', 'Savior', 'does', 'not', 'consider', 'the', 'criminal', 'medical', 'marijuana', 'is', 'legal', 'in', 'more', 'than', 'half', 'the', 'states', 'in', 'the', 'US', 'but', 'the', 'DEA', 'still', 'considers', 'it', 'a', 'schedule', '1', 'drug', 'which', 'according', 'to', 'that', 'definition', 'means', 'it', 'has', 'no', 'medical', 'value', 'many', 'many', 'veterans', 'are', 'using', 'this', 'illegally', 'because', 'they', 'know', 'that', 'it', 'work', 'now', 'the', 'word', 'is', 'out']"
111,5b15597facaa480004711f03,Massachusetts Nurse,,1,,,1,,,,2.8821957509210234,339.5341149121423,"[""I've"", 'sat', 'with', 'sick', 'children', ""I've"", 'sat', 'with', 'sick', 'children', ""I've"", 'sat', 'with', 'sick', 'children', 'Mary', 'Ellen', 'Monahan', 'School', 'Nurse', ""I've"", 'sa', 'Mary', 'Ellen', 'Monahan', 'School', 'Nurse', 'whose', 'p', 'Mary', 'Ellen', 'Monahan', 'School', 'Nurse', 'whose', 'p', 'Mary', 'Ellen', 'Monahan', 'School', 'Nurse', 'whose', 'p', 'Mary', 'Ellen', 'Monahan', 'School', 'Nurse', 'whose', 'p', 'Mary', 'Ellen', 'Monahan', 'School', 'Nurse', 'whose', 'p', 'School', 'nurses', 'know', 'the', 'struggle', 'of', 'pare', 'School', 'nurses', 'know', 'the', 'struggle', 'of', 'pare', 'School', 'nurses', 'know', 'the', 'struggle', 'of', 'pare', 'School', 'nurses', 'know', 'the', 'struggle', 'of', 'pare', 'While', 'other', 'sick', 'children', 'get', 'picked', 'up', 'While', 'other', 'sick', 'children', 'get', 'picked', 'up', 'who', 'can', 'come', 'and', 'get', 'them', 'who', 'can', 'come', 'and', 'get', 'them', 'who', 'can', 'come', 'and', 'get', 'them', 'who', 'can', 'come', 'and', 'get', 'them.', 'It', 'affects', 'the', 'children', 'and', 'their', 'famil', 'It', 'affects', 'the', 'childrer', 'and', 'their', 'famil', 'It', 'affects', 'the', 'children', 'and', 'their', 'famil', 'It', 'affects', 'the', 'children', 'and', 'their', 'famil', 'It', 'affects', 'the', 'children', 'and', 'their', 'famil', 'deeply', 'and', 'consistently.', 'deeply', 'and', 'consistently.', 'deeply', 'and', 'consistently.', 'I..', 'I', ""don't...."", 'l...', 'I', ""don't...."", 'I...I', ""don't...."", 'l...', 'I', ""don't...."", 'l...', 'I', ""don't...."", ""It's"", 'probably', 'one', 'of', 'the', 'hardest', 'parts', ""It's"", 'probably', 'one', 'of', 'the', 'hardest', 'parts', ""It's"", 'probably', 'one', 'of', 'the', 'hardest', 'parts', ""It's"", 'probably', 'one', 'of', 'the', 'hardest', 'parts', ""It's"", 'probably', 'one', 'of', 'the', 'hardest', 'parts', 'To', 'take', 'care', 'of', 'a', 'sick', 'child', 'whose', 'fami', 'To', 'take', 'care', 'of', 'a', 'sick', 'child', 'whose', 'fami', 'To', 'take', 'care', 'of', 'a', 'sick', 'child', 'whose', 'fami', 'To', 'take', 'care', 'of', 'a', 'sick', 'child', 'whose', 'fami', 'To', 'take', 'care', 'of', 'a', 'sick', 'child', 'whose', 'fami', 'To', 'take', 'care', 'of', 'a', 'sick', 'child', 'whose', 'fami', 'because', 'theyre', 'afraid', 'that', 'they', 'll', 'lose', 'because', 'theyre', 'afraid', 'that', ""they'll"", 'lose', 'or', 'they', ""won't"", 'be', 'able', 'to', 'buy', 'the', 'medici', 'or', 'they', ""won't"", 'be', 'able', 'to', 'buy', 'the', 'medici', 'or', 'they', ""won't"", 'be', 'able', 'to', 'buy', 'the', 'medici', 'that', 'their', 'child', 'needs', 'to', 'stay', 'as', 'well', 'that', 'their', 'child', 'needs', 'to', 'stay', 'as', 'well', 'SHARE', 'THIS', 'VIDEO', 'If', 'you', 'believe', 'people', 'SHARE', 'THIS', 'VIDEO', 'If', 'you', 'believe', 'people', 'SHARE', 'THIS', 'VIDEO', 'If', 'you', 'believe', 'people', 'SHARE', 'THIS', 'VIDEO', 'If', 'you', 'believe', 'people']",,,,1,,,53,43,"['to', 'take', 'care', 'of', 'a', 'sick', 'child', 'that', 'whose', 'family', ""can't"", 'come', 'to', 'get', 'them', 'because', ""they're"", 'afraid', 'that', ""they'll"", 'lose', 'their', 'job', 'or', 'they', ""won't"", 'be', 'able', 'to', 'buy', 'the', 'medicine', 'that', 'their', 'child', 'needs', 'to', 'stay', 'as', 'well', 'as', 'they', 'can']"
53,5ad7d3c623a9b5d7aec16c71,Michelle Tips,,,1,,,1,1,,2.8883589375823915,546.6991171421192,"['Education', 'is', 'the', 'key', 'to', 'freedom', 'these', 'd', '0', 'Education', 'is', 'the', 'key', 'to', 'freedom', 'these', '0', 'Education', 'is', 'the', 'key', 'to', 'freedom', 'these', 'Education', 'is', 'the', 'key', 'to', 'freedom', 'these', 'd', 'Education', 'is', 'the', 'key', 'to', 'freedom', 'these', 'd', 'MICHELLE', 'OBAMAS', '3', 'TIPS', 'FOR', 'STUDENTS', 'l', 'k', 'ICHELLE', 'OBAMA', '3', 'TIPS', 'FOR', 'STUDENTS', 'l', 'kno', 'MICHELLE', ""OBAMA'S"", '3', 'TIPS', 'FOR', 'STUDENTS', 'l', 'I', 'know', 'that', 'I', ""wouldn't"", 'be', 'where', 'I', 'am', 'to', 'l', 'know', 'that', 'I', ""wouldn't"", 'be', 'where', 'I', 'am', 'to', 'You', 'gotta', 'be', 'open', 'to', 'taking', 'some', 'risks,', 'Number1', 'Take', 'risks,', 'and', ""don't"", 'be', 'afraid', 'Number', '1', 'Take', 'risks,', 'and', ""don't"", 'be', 'afrai', 'Number', '1', 'Take', 'risks,', 'and', ""don't"", 'be', 'afrai', 'Number', '1', 'Take', 'risks,', 'and', ""don't"", 'be', 'afrai', 'EA', 'Get', 'in', 'there,', 'and', 'be', 'bold', 'with', 'your', 'EA', 'Get', 'in', 'there,', 'and', 'be', 'bold', 'with', 'your', 'EA', 'Get', 'in', 'there,', 'and', 'be', 'bold', 'with', 'your', 'EA', 'Get', 'in', 'there,', 'and', 'be', 'bold', 'with', 'your', 'EAL', 'Raise', 'your', 'hand.', 'Get', 'support', 'when', 'y', 'EAL', 'Raise', 'your', 'hand.', 'Get', 'support', 'when', 'y', 'EAL', 'Raise', 'your', 'hand.', 'Get', 'support', 'when', 'y', 'financial', 'aid.', 'What', 'a', 'lot', 'of', 'students', 'd', 'Number', '2:', 'Take', 'advantage', 'of', 'financial', 'a', 'Number', '2:', 'Take', 'advantage', 'of', 'financial', 'a', 'Number', '2', 'Take', 'advantage', 'of', 'financial', 'ai', 'Number', '2', 'Take', 'advantage', 'of', 'financial', 'ai', 'Number', '2', 'Take', 'advantage', 'of', 'financial', 'ai', '..grants,', 'and', 'scholarships', 'out', 'there,', 'j', '..grants,', 'and', 'scholarships', 'out', 'there,', 'j', 'is', 'not', 'enough.', 'REA', 'Bottom', 'line', 'is', 'that', 'Number', '3:', 'Hiah', 'school', 'is', 'not', 'enough', 'REA', 'Number', '3', 'High', 'school', 'no', 'tenough', 'Bottom', 'If', 'you', 'want', 'to', 'compete', 'in', 'an', 'increasing', 'If', 'you', 'want', 'to', 'compete', 'in', 'an', 'increasing', 'If', 'you', 'want', 'to', 'compete', 'in', 'an', 'increasing', 'If', 'you', 'want', 'to', 'compete', 'in', 'an', 'increasing', ""...you've"", 'got', 'to', 'have', 'education,', 'and', 'tr', "".you've"", 'got', 'to', 'have', 'education,', 'and', 'trai', ""..you've"", 'got', 'to', 'have', 'education,', 'and', 'tra', ""...you've"", 'got', 'to', 'have', 'education,', 'and', 'tr', 'I', 'know', 'exactly', 'how', 'you', 'all', 'are', 'feeling,', 'I', 'know', 'exactly', 'how', 'you', 'all', 'are', 'feeling,', 'I', 'know', 'exactly', 'how', 'you', 'all', 'are', 'feeling,', '""Maybe', ""I'm"", 'not', 'ready.', 'Maybe', ""I'm"", 'not', 'goo', '""Maybe', ""I'm"", 'not', 'ready.', 'Maybe', ""I'm"", 'not', 'goo', '""Maybe', ""I'm"", 'not', 'ready.', 'Maybe', ""I'm"", 'not', 'goo', '""Maybe', ""I'm"", 'not', 'ready.', 'Maybe', ""I'm"", 'not', 'goo', 'Yes,', 'you', 'can.', 'And', 'you', 'must.', '#ReachHighe', 'REAL', 'Yes,', 'you', 'can.', 'And', 'you', 'must.', '#Reach', 'SHARE', 'THIS', 'VIDEO', 'is', 'the', 'key', 'to', 'freedom', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', 'education', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', 'education', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'think', 'education']",,,1,,,,51,143,"['education', 'is', 'the', 'key', 'to', 'Freedom', 'these', 'days', 'I', 'know', 'that', 'I', ""wouldn't"", 'be', 'where', 'I', 'am', 'today', 'without', 'having', 'a', 'foundation', 'and', 'education', 'you', 'got', 'to', 'be', 'open', 'to', 'taking', 'some', 'risks', 'and', 'not', 'being', 'afraid', 'to', 'fail', 'get', 'in', 'there', 'and', 'be', 'bold', 'with', 'your', 'intelligence', 'raise', 'your', 'hand', 'gets', 'support', 'when', 'you', 'need', 'it', 'what', 'lot', 'students', ""don't"", 'know', 'is', 'that', 'there', 'are', 'billions', 'of', 'dollars', 'of', 'loans', 'grants', 'and', 'scholarships', 'out', 'there', 'just', 'waiting', 'for', 'you', 'bottom', 'line', 'is', 'that', 'high', 'school', 'is', 'not', 'enough', 'now', 'if', 'you', 'want', 'to', 'compete', 'in', 'an', 'increasingly', 'globalizing', 'economy', ""you've"", 'got', 'to', 'have', 'Education', 'and', 'Training', 'and', 'opportunity', 'I', 'know', 'exactly', 'how', 'you', 'always', 'feel', 'any', 'kids', 'out', 'there', 'who', 'is', 'thinking', 'maybe', ""I'm"", 'not', 'ready', 'maybe', ""I'm"", 'not', 'good', 'enough', 'maybe', 'I', ""can't"", 'afford', 'it', 'yes', 'you', 'can', 'and', 'you', 'must']"
29,5ad7d3c623a9b5d7aec16c72,Michelle Tips [15s],,,1,,,1,1,,2.8832675826272074,634.377630683839,"['MICHELLE', ""OBAMA'S"", '3', 'TIPS', 'FOR', 'STUDENTS', 'MICHELLE', ""OBAMA'S"", '3', 'TIPS', 'FOR', 'STUDENT', '3', 'TIPS', 'FOR', 'STUDENTS', 'You', 'gotta', 'be', 'open', 't', 'Number', '1', 'Take', 'risks,', 'and', ""don't"", 'be', 'afrai', 'Number', '1', 'Take', 'risks,', 'and', ""don't"", 'be', 'fail.', 'Number', '1', 'Take', 'risks,', 'and', ""don't"", 'be', 'afrai', 'Tinanciai', 'diC', 'There', 'are', 'billions', 'of', 'dol', 'Number', '2:', 'Take', 'advantage', 'of', 'financial', 'a', 'Number', '2:', 'Take', 'advantage', 'of', 'financial', 'a', 'There', 'are', 'billions', 'of', 'dollars', 'of', 'schola', 'There', 'are', 'billions', 'of', 'dollars', 'of', 'schola', 's', 'not', 'enough', 'REA', 'Bottom', 'line', 'is', 'that', 'hi', 'Number', '3:', 'High', 'school', 'is', 'not', 'enough', 'REA', 'Number', '3:', 'High', 'school', 'is', 'not', 'enough.', 'Bo', 'SHARE', 'THIS', 'VIDEO', 'if', 'you', 'believe', 'in', 'educ']",,,1,,,,14,37,"['you', 'got', 'to', 'be', 'open', 'to', 'taking', 'some', 'risks', 'and', 'not', 'being', 'afraid', 'to', 'fail', 'there', 'are', 'billions', 'of', 'dollars', 'of', 'scholarships', 'out', 'there', 'just', 'waiting', 'for', 'you', 'bottom', 'line', 'is', 'that', 'high', 'school', 'is', 'not', 'enough']"
131,5b5a2aa8596438000482c4eb,MN Renewable Energy _ Rural Revitalization,,1,1,,1,,,,2.8904316735671745,285.7031800390781,"['Andrew', 'Hamilton', 'fth', 'Gene', 'n', 'Farm', 'Andrew', 'Hamilton', 'Fifth', 'Generation', 'Farmer', 'Andrew', 'Hamilton', 'Fifth', 'Generation', 'Farmer', 'WELCOME', 'TO', 'DEXTER', 'WELCOME', 'TO', 'DEXTER', 'MILTON', 'Phil', 'Anderson', 'Farmer', '&', 'Solar', 'Farm', 'Land', 'Phil', 'Anderson', 'Farmer', '&', 'Solar', 'Farm', 'Land', 'Phil', 'Anderson', 'Farmer', '&', 'Solar', 'Farm', 'Land', 'Phil', 'Anderson', 'Farmer', '&', 'Solar', 'Farm', 'Land', 'by', 'Schneider', 'Electric', 'PowerLogic', 'ION865', 'by', 'Schneider', 'Electric', 'PowerLogic', 'ION865', 'by', 'Electric', 'PowerLogic', 'ION8650', 'WATT', 'VTR', 'Ed', 'Eichten', ""Eichten's"", 'Hidden', 'Acres', 'Ed', 'Eichten', ""Eichten's"", 'Hidden', 'Acres’, ’TRY', '&More', 'Barb', '&', 'Cliff', 'Holcomb', 'Farmers', 'TRY', 'Barb', '&', 'Cliff', 'Holcomb', 'Farmers&', 'Solar', 'TRY', 'Far', 'Barb', '&', 'Cliff', 'Holcomb', 'mers', '&Sola', 'TRY', '&', 'Moret', 'Barb', '&', 'Cliff', 'Holcomb', 'Farmer', 'Learn', 'more', 'at', 'powerofmn.com', 'Learn', 'more', 'at', 'powerofmn.com', 'Learn', 'more', 'at', 'powerofmn.com']",,,,1,,1,73,69,"['so', 'this', 'solar', 'garden', 'is', 'approximately', '22', 'acres', 'and', 'it', 'produces', 'enough', 'power', 'to', 'a', 'power', 'about', '1,000', 'homes', 'it', 'makes', 'a', 'lot', 'of', 'sense', 'for', 'me', 'that', 'I', 'know', 'this', '22', 'acres', 'is', 'going', 'to', 'make', 'me', 'a', 'profit', 'and', ""it's"", 'also', 'producing', 'a', ‘lot','kissing', 'helping', 'out', 'the', 'community', 'that', 'I', 'told', 'her', 'someday', 'I', 'will', 'retire', 'off', 'of', 'this', 'land', ""that's"", 'what', 'we', 'can', 'do', 'that']"
